date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:21:53	0/0	---M--	302	error ('Found')	text/html	etag:W/%229aa3767fc15cde52cac67977ed2c1630%22	https://www.kalabymrunmayee.com/about-1	C:/Users/pilal/Desktop/site/www.kalabymrunmayee.com/about-1.10.delayed	(from https://www.kalabymrunmayee.com/)
20:21:54	90445/90445	---M-Z	200	added ('OK')	text/html	etag:W/%220176fc45c82b4ad5388eef02e9fded13--gzip%22	https://www.kalabymrunmayee.com/about-me	C:/Users/pilal/Desktop/site/www.kalabymrunmayee.com/about-me.html	(from https://www.kalabymrunmayee.com/)
20:21:55	118097/118097	---M-Z	200	added ('OK')	text/html	etag:W/%2297e3215afc1705539de5b06c9653d8a0--gzip%22	https://www.kalabymrunmayee.com/contact	C:/Users/pilal/Desktop/site/www.kalabymrunmayee.com/contact.html	(from https://www.kalabymrunmayee.com/)
20:21:56	107982/107982	---M-Z	200	added ('OK')	text/html	etag:W/%220427ada65dd0db7fe6f17617e50e912e--gzip%22	https://www.kalabymrunmayee.com/learn-from-me	C:/Users/pilal/Desktop/site/www.kalabymrunmayee.com/learn-from-me.html	(from https://www.kalabymrunmayee.com/)
20:22:05	0/0	---M--	302	error ('Found')	text/html	etag:W/%2257c6b861edbb4b4a06718572d939b9b1%22	https://www.kalabymrunmayee.com/990ac15e-7949-4dfc-8967-ebfc53b103f4	C:/Users/pilal/Desktop/site/www.kalabymrunmayee.com/990ac15e-7949-4dfc-8967-ebfc53b103f4.14.delayed	(from https://www.kalabymrunmayee.com/)
20:22:08	219780/219780	---M-Z	200	added ('OK')	text/html	etag:W/%222112bcd55483af32478cebb082129fee--gzip%22	https://www.kalabymrunmayee.com/portfolio	C:/Users/pilal/Desktop/site/www.kalabymrunmayee.com/portfolio.html	(from https://www.kalabymrunmayee.com/)
20:22:09	241152/241152	---M-Z	200	added ('OK')	text/html	etag:W/%2253b2e66798df25ca474c0492a0287d71--gzip%22	https://www.kalabymrunmayee.com/patterns	C:/Users/pilal/Desktop/site/www.kalabymrunmayee.com/patterns.html	(from https://www.kalabymrunmayee.com/)
20:22:11	350339/350339	---M-Z	200	added ('OK')	text/html	etag:W/%22e6d43b86991a519edd174f8235cbdb45--gzip%22	https://www.kalabymrunmayee.com/illustrations	C:/Users/pilal/Desktop/site/www.kalabymrunmayee.com/illustrations.html	(from https://www.kalabymrunmayee.com/)
20:22:12	142032/142032	---M-Z	200	added ('OK')	text/html	etag:W/%22858843c2dfad17c5a33f8220928b63a9%22	https://www.kalabymrunmayee.com/freebie-vault	C:/Users/pilal/Desktop/site/www.kalabymrunmayee.com/freebie-vault.html	(from https://www.kalabymrunmayee.com/)
20:22:28	1622027/1622027	---M-Z	200	added ('OK')	text/javascript	etag:%22cb852e563f931da2e58c0430a0287a22%22	http://assets.squarespace.com/universal/scripts-compressed/common-acfc22226e718bf7889c-min.en-US.js	C:/Users/pilal/Desktop/site/assets.squarespace.com/universal/scripts-compressed/common-acfc22226e718bf7889c-min.en-US.js	(from https://www.kalabymrunmayee.com/)
20:22:29	751651/751651	---M--	200	added ('OK')	image/png	etag:CLvj3+yA/fcCEAE=	https://images.squarespace-cdn.com/content/625fe22fbbeae502cedbb887/e5fa1607-2fa3-4e45-94bd-ab701d9c0f3c/Kalabymrunmayee.png?format=1500w&content-type=image%2Fpng	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/625fe22fbbeae502cedbb887/e5fa1607-2fa3-4e45-94bd-ab701d9c0f3c/Kalabymrunmayee2acd.png	(from https://www.kalabymrunmayee.com/)
20:22:29	218473/218473	---M--	200	added ('OK')	image/jpeg	etag:CKeN0Y7y94EDEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/22fa2a9b-df43-4a72-b1c4-c05bb19ba8c7/2.jpg	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/22fa2a9b-df43-4a72-b1c4-c05bb19ba8c7/2.jpg	(from https://www.kalabymrunmayee.com/)
20:22:29	257676/257676	---M--	200	added ('OK')	image/jpeg	etag:CMKHs47y94EDEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/95835fdb-9391-4269-b954-c12751c645c5/1.jpg	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/95835fdb-9391-4269-b954-c12751c645c5/1.jpg	(from https://www.kalabymrunmayee.com/)
20:22:29	249852/249852	---M--	200	added ('OK')	image/jpeg	etag:CNqNoY7y94EDEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/da013d4d-d18f-44a8-bbb8-f379d0bebe92/3.jpg	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/da013d4d-d18f-44a8-bbb8-f379d0bebe92/3.jpg	(from https://www.kalabymrunmayee.com/)
20:22:30	199401/199401	---M--	200	added ('OK')	image/jpeg	etag:CJWk5o7y94EDEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/ac12baa4-4b9d-42d6-b602-85d15884dd40/4.jpg	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/ac12baa4-4b9d-42d6-b602-85d15884dd40/4.jpg	(from https://www.kalabymrunmayee.com/)
20:22:30	245046/245046	---M--	200	added ('OK')	image/jpeg	etag:CJDDro7y94EDEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/462b41b8-c6cd-4aa8-865c-7d2636e74c78/5.jpg	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/462b41b8-c6cd-4aa8-865c-7d2636e74c78/5.jpg	(from https://www.kalabymrunmayee.com/)
20:22:30	190416/190416	---M--	200	added ('OK')	image/jpeg	etag:CI7Exo7y94EDEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/2107e9cf-b827-424e-9406-2d1b6a3918c8/6.jpg	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/2107e9cf-b827-424e-9406-2d1b6a3918c8/6.jpg	(from https://www.kalabymrunmayee.com/)
20:22:30	258725/258725	---M--	200	added ('OK')	image/jpeg	etag:CMyYkI/y94EDEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/645f9eb1-6753-4fef-8bf0-195272a64a1a/7.jpg	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/645f9eb1-6753-4fef-8bf0-195272a64a1a/7.jpg	(from https://www.kalabymrunmayee.com/)
20:22:31	252442/252442	---M--	200	added ('OK')	image/jpeg	etag:CMOPhI/y94EDEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/af155da3-dfec-46be-8a96-8c1d4d39154e/8.jpg	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/af155da3-dfec-46be-8a96-8c1d4d39154e/8.jpg	(from https://www.kalabymrunmayee.com/)
20:22:31	225677/225677	---M--	200	added ('OK')	image/jpeg	etag:COushI/y94EDEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/fd9db6fa-e9d1-429c-b5cb-346a915b10c5/9.jpg	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/fd9db6fa-e9d1-429c-b5cb-346a915b10c5/9.jpg	(from https://www.kalabymrunmayee.com/)
20:22:31	177728/177728	---M--	200	added ('OK')	image/jpeg	etag:CMyr+47y94EDEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/20fa08a6-6b89-4ea8-8e93-c268a0fc8f72/10.jpg	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/20fa08a6-6b89-4ea8-8e93-c268a0fc8f72/10.jpg	(from https://www.kalabymrunmayee.com/)
20:22:31	194344/194344	---M--	200	added ('OK')	image/jpeg	etag:CNbns4/y94EDEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/0ba82a15-ddba-4a31-a06d-3a4e48422a7a/11.jpg	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/0ba82a15-ddba-4a31-a06d-3a4e48422a7a/11.jpg	(from https://www.kalabymrunmayee.com/)
20:22:32	318530/318530	---M--	200	added ('OK')	image/jpeg	etag:CLblno/y94EDEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/f8745591-091e-4f8c-aa7b-c7dbf5535b24/12.jpg	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/f8745591-091e-4f8c-aa7b-c7dbf5535b24/12.jpg	(from https://www.kalabymrunmayee.com/)
20:22:32	451558/451558	---M--	200	added ('OK')	image/jpeg	etag:CKn5soqhpPcCEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/4a03098f-09fc-45e3-a242-76fe879dc673/DSC_0452.JPG	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/4a03098f-09fc-45e3-a242-76fe879dc673/DSC_0452.jpg	(from https://www.kalabymrunmayee.com/)
20:22:34	6898538/6898538	---M--	200	added ('OK')	image/png	etag:CJiPlbGduYEDEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/54f5a6a4-0921-4071-ba07-310e35e6889f/Fabric.png	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/54f5a6a4-0921-4071-ba07-310e35e6889f/Fabric.png	(from https://www.kalabymrunmayee.com/)
20:22:35	96179/96179	---M-Z	200	added ('OK')	text/html	etag:W/%226695ad4abf10d8c1dfb59fe8418a0a7d%22	https://www.kalabymrunmayee.com/new-collection	C:/Users/pilal/Desktop/site/www.kalabymrunmayee.com/new-collection.html	(from https://www.kalabymrunmayee.com/)
20:22:35	96454/96454	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226668acc4529c4e66469c26dadb643ac9%22	https://www.kalabymrunmayee.com/%22https://www.instagram.com/reel/C4YNj4yPQ2i/embed/%22></iframe>%22	C:/Users/pilal/Desktop/site/www.kalabymrunmayee.com/_https_/www.instagram.com/reel/C4YNj4yPQ2i/embed/___/iframe__.29.delayed	(from https://www.kalabymrunmayee.com/)
20:22:35	388731/388731	---M--	200	added ('OK')	image/jpeg	etag:COLQ/eKb24QDEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/1709576236639-F2FRHFF24VOXI5YBMVCX/image-asset.jpeg	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/1709576236639-F2FRHFF24VOXI5YBMVCX/image-asset.jpg	(from https://www.kalabymrunmayee.com/)
20:22:35	356544/356544	---M--	200	added ('OK')	image/jpeg	etag:CID979+004QDEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/1709308062887-9MPWU9C3A0LCDTN6NAZV/image-asset.jpeg	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/1709308062887-9MPWU9C3A0LCDTN6NAZV/image-asset.jpg	(from https://www.kalabymrunmayee.com/)
20:22:35	408575/408575	---M--	200	added ('OK')	image/jpeg	etag:CMShyvjt0IQDEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/1709220336263-80UU3J2XVMDM6X8BD607/image-asset.jpeg	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/1709220336263-80UU3J2XVMDM6X8BD607/image-asset.jpg	(from https://www.kalabymrunmayee.com/)
20:22:36	292697/292697	---M--	200	added ('OK')	image/jpeg	etag:CKyhxpr7qIQDEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/1707849507324-KWA046IGBEHD1LYELQHD/image-asset.jpeg	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/1707849507324-KWA046IGBEHD1LYELQHD/image-asset.jpg	(from https://www.kalabymrunmayee.com/)
20:22:36	11832622/11832622	---M--	200	added ('OK')	image/png	etag:CJDGkcmcuYEDEAE=	https://images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/9a7d6ac7-31ae-449e-9153-fa45c2763d39/Bedroom+Scene+Bedding+Mockup+2+by+Creatsy.png	C:/Users/pilal/Desktop/site/images.squarespace-cdn.com/content/v1/625fe22fbbeae502cedbb887/9a7d6ac7-31ae-449e-9153-fa45c2763d39/Bedroom+Scene+Bedding+Mockup+2+by+Creatsy.png	(from https://www.kalabymrunmayee.com/)
20:22:37	96454/96454	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%226668acc4529c4e66469c26dadb643ac9%22	https://www.kalabymrunmayee.com/%22https://www.instagram.com/reel/C2-QJktv_nc/embed/%22></iframe>%22	C:/Users/pilal/Desktop/site/www.kalabymrunmayee.com/_https_/www.instagram.com/reel/C2-QJktv_nc/embed/___/iframe__.2e.delayed	(from https://www.kalabymrunmayee.com/)
20:22:37	156900/156900	---M-Z	200	added ('OK')	text/html	etag:W/%220a6572100fdf3a9f2333b85eec463f50%22	https://www.kalabymrunmayee.com/home	C:/Users/pilal/Desktop/site/www.kalabymrunmayee.com/home.html	(from https://www.kalabymrunmayee.com/)
20:22:38	127416/127416	---M-Z	200	added ('OK')	text/html	etag:W/%2282d552600ef46a9516199f91c1eff75b--gzip%22	https://www.kalabymrunmayee.com/shop	C:/Users/pilal/Desktop/site/www.kalabymrunmayee.com/shop.html	(from https://www.kalabymrunmayee.com/)
20:22:39	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	C:/Users/pilal/Desktop/site/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/625fe22fbbeae502cedbb887/177/5c5a519771c10ba3470d8101/625fe22fbbeae502cedbb8a6/1504/site.css)
20:22:39	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	C:/Users/pilal/Desktop/site/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/625fe22fbbeae502cedbb887/177/5c5a519771c10ba3470d8101/625fe22fbbeae502cedbb8a6/1504/site.css)
20:22:39	180310/180310	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2018%20Mar%202024%2019:22:38%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.b806f032e33948e7465e46357935afae.js	C:/Users/pilal/Desktop/site/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.b806f032e33948e7465e46357935afae.js	(from https://www.kalabymrunmayee.com/)
20:22:41	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/Users/pilal/Desktop/site/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/625fe22fbbeae502cedbb887/177/5c5a519771c10ba3470d8101/625fe22fbbeae502cedbb8a6/1504/site.css)
20:22:41	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/Users/pilal/Desktop/site/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/625fe22fbbeae502cedbb887/177/5c5a519771c10ba3470d8101/625fe22fbbeae502cedbb8a6/1504/site.css)
20:22:41	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/Users/pilal/Desktop/site/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/625fe22fbbeae502cedbb887/177/5c5a519771c10ba3470d8101/625fe22fbbeae502cedbb8a6/1504/site.css)
20:22:41	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/Users/pilal/Desktop/site/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/625fe22fbbeae502cedbb887/177/5c5a519771c10ba3470d8101/625fe22fbbeae502cedbb8a6/1504/site.css)
20:22:41	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/Users/pilal/Desktop/site/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/625fe22fbbeae502cedbb887/177/5c5a519771c10ba3470d8101/625fe22fbbeae502cedbb8a6/1504/site.css)
20:22:42	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/Users/pilal/Desktop/site/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/625fe22fbbeae502cedbb887/177/5c5a519771c10ba3470d8101/625fe22fbbeae502cedbb8a6/1504/site.css)
20:22:42	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/Users/pilal/Desktop/site/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/625fe22fbbeae502cedbb887/177/5c5a519771c10ba3470d8101/625fe22fbbeae502cedbb8a6/1504/site.css)
20:22:42	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/Users/pilal/Desktop/site/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/625fe22fbbeae502cedbb887/177/5c5a519771c10ba3470d8101/625fe22fbbeae502cedbb8a6/1504/site.css)
20:22:42	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/Users/pilal/Desktop/site/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/625fe22fbbeae502cedbb887/177/5c5a519771c10ba3470d8101/625fe22fbbeae502cedbb8a6/1504/site.css)
20:22:42	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/Users/pilal/Desktop/site/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/625fe22fbbeae502cedbb887/177/5c5a519771c10ba3470d8101/625fe22fbbeae502cedbb8a6/1504/site.css)
20:22:43	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/Users/pilal/Desktop/site/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/625fe22fbbeae502cedbb887/177/5c5a519771c10ba3470d8101/625fe22fbbeae502cedbb8a6/1504/site.css)
20:22:43	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/Users/pilal/Desktop/site/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/625fe22fbbeae502cedbb887/177/5c5a519771c10ba3470d8101/625fe22fbbeae502cedbb8a6/1504/site.css)
20:22:43	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/Users/pilal/Desktop/site/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/625fe22fbbeae502cedbb887/177/5c5a519771c10ba3470d8101/625fe22fbbeae502cedbb8a6/1504/site.css)
20:22:43	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/Users/pilal/Desktop/site/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/625fe22fbbeae502cedbb887/177/5c5a519771c10ba3470d8101/625fe22fbbeae502cedbb8a6/1504/site.css)
